Time Stamp, Current-A, Current-B, Current-C
13:47:05,2.4799,3.0415,2.0147
13:47:05,2.4799,3.0415,2.0147
13:47:05,2.4799,3.0415,2.0147
13:47:05,2.4799,3.0415,2.0147
13:47:05,2.3761,3.094,2.0696
13:47:05,2.3761,3.094,2.0696
13:47:05,2.3761,3.094,2.0696
13:47:05,2.3761,3.094,2.0696
13:47:05,2.3761,3.094,2.0696
13:47:05,2.3761,3.094,2.0696
13:47:05,2.3761,3.094,2.0696
13:47:05,2.3761,3.094,2.0696
13:47:05,2.3761,3.094,2.0696
13:47:05,2.3761,3.094,2.0696
13:47:05,2.3761,3.094,2.0696
13:47:05,2.3761,3.094,2.0696
13:47:05,2.3761,3.094,2.0696
13:47:05,2.3761,3.094,2.0696
13:47:05,2.3761,3.094,2.0696
13:47:05,2.3761,3.094,2.0696
13:47:05,2.3761,3.094,2.0696
13:47:05,2.3761,3.094,2.0696
13:47:05,2.3761,3.094,2.0696
13:47:05,2.3761,3.094,2.0696
13:47:05,2.3761,3.094,2.0696
13:47:05,2.3761,3.094,2.0696
13:47:05,2.3761,3.094,2.0696
13:47:05,2.3761,3.094,2.0696
13:47:05,2.3761,3.094,2.0696
13:47:05,2.3761,3.094,2.0696
13:47:05,2.3761,3.094,2.0696
13:47:05,2.3761,3.094,2.0696
13:47:05,2.3761,3.094,2.0696
13:47:05,2.3761,3.094,2.0696
13:47:05,2.3761,3.094,2.0696
13:47:05,2.3761,3.094,2.0696
13:47:05,2.3761,3.094,2.0696
13:47:05,2.3761,3.094,2.0696
13:47:05,2.3761,3.094,2.0696
13:47:05,2.3761,3.094,2.0696
13:47:05,2.3761,3.094,2.0696
13:47:05,2.3761,3.094,2.0696
13:47:05,2.3761,3.094,2.0696
13:47:05,2.3761,3.094,2.0696
13:47:05,2.3761,3.094,2.0696
13:47:05,2.3761,3.094,2.0696
13:47:05,2.3761,3.094,2.0696
13:47:05,2.3761,3.094,2.0696
13:47:05,2.3761,3.094,2.0696
13:47:05,2.3761,3.094,2.0696
13:47:05,2.3761,3.094,2.0696
13:47:05,2.2442,3.1465,2.1441
13:47:05,2.2442,3.1465,2.1441
13:47:05,2.2442,3.1465,2.1441
13:47:05,2.2442,3.1465,2.1441
13:47:05,2.2442,3.1465,2.1441
13:47:05,2.2442,3.1465,2.1441
13:47:05,2.2442,3.1465,2.1441
13:47:05,2.2442,3.1465,2.1441
13:47:05,2.2442,3.1465,2.1441
13:47:05,2.2442,3.1465,2.1441
13:47:05,2.2442,3.1465,2.1441
13:47:05,2.2442,3.1465,2.1441
13:47:05,2.2442,3.1465,2.1441
13:47:05,2.2442,3.1465,2.1441
13:47:05,2.2442,3.1465,2.1441
13:47:05,2.2442,3.1465,2.1441
13:47:05,2.2442,3.1465,2.1441
13:47:05,2.2442,3.1465,2.1441
13:47:05,2.2442,3.1465,2.1441
13:47:05,2.2442,3.1465,2.1441
