Time Stamp, Current-A, Current-B, Current-C
13:28:15,2.4908,2.1844,2.7582
13:28:15,2.4908,2.1844,2.7582
13:28:15,2.4908,2.1844,2.7582
13:28:15,2.4908,2.1844,2.7582
13:28:15,2.4908,2.1844,2.7582
13:28:15,2.4908,2.1844,2.7582
13:28:15,2.4908,2.1844,2.7582
13:28:15,2.4908,2.1844,2.7582
13:28:15,2.4908,2.1844,2.7582
13:28:15,2.4908,2.1844,2.7582
13:28:15,2.4908,2.1844,2.7582
13:28:15,2.4908,2.1844,2.7582
13:28:15,2.4432,2.2015,2.7802
13:28:15,2.4432,2.2015,2.7802
13:28:15,2.4432,2.2015,2.7802
13:28:15,2.4432,2.2015,2.7802
13:28:15,2.4432,2.2015,2.7802
13:28:15,2.4432,2.2015,2.7802
13:28:15,2.4432,2.2015,2.7802
13:28:15,2.4432,2.2015,2.7802
13:28:15,2.4432,2.2015,2.7802
13:28:15,2.4432,2.2015,2.7802
13:28:15,2.4432,2.2015,2.7802
13:28:15,2.4432,2.2015,2.7802
13:28:15,2.4432,2.2015,2.7802
13:28:15,2.4432,2.2015,2.7802
13:28:15,2.4432,2.2015,2.7802
13:28:15,2.4432,2.2015,2.7802
13:28:15,2.4432,2.2015,2.7802
13:28:15,2.4432,2.2015,2.7802
13:28:15,2.4432,2.2015,2.7802
13:28:15,2.4432,2.2015,2.7802
13:28:15,2.4432,2.2015,2.7802
13:28:15,2.4432,2.2015,2.7802
13:28:15,2.4432,2.2015,2.7802
13:28:15,2.4432,2.2015,2.7802
13:28:15,2.4432,2.2015,2.7802
13:28:15,2.4432,2.2015,2.7802
13:28:15,2.4432,2.2015,2.7802
13:28:15,2.4432,2.2015,2.7802
13:28:15,2.4432,2.2015,2.7802
13:28:15,2.4017,2.2393,2.79
13:28:15,2.4017,2.2393,2.79
13:28:15,2.4017,2.2393,2.79
13:28:15,2.4017,2.2393,2.79
13:28:15,2.4017,2.2393,2.79
13:28:15,2.4017,2.2393,2.79
13:28:16,2.4017,2.2393,2.79
13:28:16,2.4017,2.2393,2.79
13:28:16,2.4017,2.2393,2.79
13:28:16,2.4017,2.2393,2.79
13:28:16,2.4017,2.2393,2.79
13:28:16,2.4017,2.2393,2.79
13:28:16,2.4017,2.2393,2.79
13:28:16,2.4017,2.2393,2.79
13:28:16,2.4017,2.2393,2.79
13:28:16,2.4017,2.2393,2.79
13:28:16,2.4017,2.2393,2.79
13:28:16,2.4017,2.2393,2.79
13:28:16,2.4017,2.2393,2.79
13:28:16,2.4017,2.2393,2.79
13:28:16,2.4017,2.2393,2.79
13:28:16,2.4017,2.2393,2.79
13:28:16,2.4017,2.2393,2.79
