Time Stamp, Current-A, Current-B, Current-C
11:57:52,1.8462,3.2894,2.4176
11:57:52,1.8462,3.2894,2.4176
11:57:52,1.8462,3.2894,2.4176
11:57:52,1.8462,3.2894,2.4176
11:57:52,1.9328,3.1648,2.442
11:57:52,1.9328,3.1648,2.442
11:57:52,1.9328,3.1648,2.442
11:57:52,1.9328,3.1648,2.442
11:57:52,1.9328,3.1648,2.442
11:57:52,1.9328,3.1648,2.442
11:57:52,1.9328,3.1648,2.442
11:57:52,1.9328,3.1648,2.442
11:57:52,1.9328,3.1648,2.442
11:57:52,1.9328,3.1648,2.442
11:57:52,1.9328,3.1648,2.442
11:57:52,1.9328,3.1648,2.442
11:57:52,1.9328,3.1648,2.442
11:57:52,1.9328,3.1648,2.442
11:57:52,1.9328,3.1648,2.442
11:57:52,1.9328,3.1648,2.442
11:57:52,1.9328,3.1648,2.442
11:57:52,1.9328,3.1648,2.442
11:57:52,1.9328,3.1648,2.442
11:57:52,1.9328,3.1648,2.442
11:57:52,1.9328,3.1648,2.442
11:57:52,1.9328,3.1648,2.442
11:57:52,1.9328,3.1648,2.442
11:57:52,1.9328,3.1648,2.442
11:57:52,1.9328,3.1648,2.442
11:57:52,1.9328,3.1648,2.442
11:57:52,1.9328,3.1648,2.442
11:57:52,1.9328,3.1648,2.442
11:57:52,1.9328,3.1648,2.442
11:57:52,1.9328,3.1648,2.442
11:57:52,1.9328,3.1648,2.442
11:57:52,1.9328,3.1648,2.442
11:57:52,1.9328,3.1648,2.442
11:57:52,1.9328,3.1648,2.442
11:57:52,1.9328,3.1648,2.442
11:57:52,1.9328,3.1648,2.442
11:57:52,1.9328,3.1648,2.442
11:57:52,1.9328,3.1648,2.442
11:57:52,1.9328,3.1648,2.442
11:57:52,1.9328,3.1648,2.442
11:57:52,1.9328,3.1648,2.442
11:57:52,1.9328,3.1648,2.442
11:57:52,1.9328,3.1648,2.442
11:57:52,1.9328,3.1648,2.442
11:57:52,1.9328,3.1648,2.442
11:57:52,1.9328,3.1648,2.442
11:57:52,1.9951,3.0977,2.4396
11:57:52,1.9951,3.0977,2.4396
11:57:52,1.9951,3.0977,2.4396
11:57:52,1.9951,3.0977,2.4396
