Time Stamp, Current-A, Current-B, Current-C
15:02:19,2.895,2.8034,1.8584
15:02:19,2.895,2.8034,1.8584
15:02:19,2.895,2.8034,1.8584
15:02:19,2.895,2.8034,1.8584
15:02:19,2.895,2.8034,1.8584
15:02:19,2.895,2.8034,1.8584
15:02:19,2.895,2.8034,1.8584
15:02:19,2.895,2.8034,1.8584
15:02:19,2.895,2.8034,1.8584
15:02:19,2.895,2.8034,1.8584
15:02:19,2.895,2.8034,1.8584
15:02:19,2.895,2.8034,1.8584
15:02:19,2.895,2.8034,1.8584
15:02:19,2.895,2.8034,1.8584
15:02:19,2.895,2.8034,1.8584
15:02:19,2.895,2.8034,1.8584
15:02:19,2.895,2.8034,1.8584
15:02:19,2.895,2.8034,1.8584
15:02:19,2.895,2.8034,1.8584
15:02:19,2.895,2.8034,1.8584
15:02:19,2.895,2.8034,1.8584
15:02:19,2.895,2.8034,1.8584
15:02:19,2.895,2.8034,1.8584
15:02:19,2.895,2.8034,1.8584
15:02:19,2.895,2.8034,1.8584
15:02:19,2.895,2.8034,1.8584
15:02:19,2.895,2.8034,1.8584
15:02:19,2.895,2.8034,1.8584
15:02:19,2.895,2.8034,1.8584
15:02:19,2.895,2.8034,1.8584
15:02:19,2.895,2.8034,1.8584
15:02:19,2.895,2.8034,1.8584
15:02:19,2.895,2.8034,1.8584
15:02:19,2.895,2.8034,1.8584
15:02:19,2.895,2.8034,1.8584
15:02:19,2.895,2.8034,1.8584
15:02:19,2.895,2.8034,1.8584
15:02:19,2.895,2.8034,1.8584
15:02:19,2.895,2.8034,1.8584
15:02:19,2.895,2.8034,1.8584
15:02:19,2.895,2.8034,1.8584
15:02:19,2.895,2.8034,1.8584
15:02:19,2.9719,2.6899,1.8889
15:02:19,2.9719,2.6899,1.8889
15:02:19,2.9719,2.6899,1.8889
15:02:19,2.9719,2.6899,1.8889
15:02:19,2.9719,2.6899,1.8889
15:02:19,2.9719,2.6899,1.8889
15:02:19,2.9719,2.6899,1.8889
15:02:19,2.9719,2.6899,1.8889
15:02:19,2.9719,2.6899,1.8889
15:02:19,2.9719,2.6899,1.8889
15:02:19,2.9719,2.6899,1.8889
15:02:19,2.9719,2.6899,1.8889
