Time Stamp, Current-A, Current-B, Current-C
10:59:23,2.4225,3.0635,2.0891
10:59:23,2.4225,3.0635,2.0891
10:59:23,2.4225,3.0635,2.0891
10:59:23,2.4225,3.0635,2.0891
10:59:23,2.4225,3.0635,2.0891
10:59:23,2.4225,3.0635,2.0891
10:59:23,2.4225,3.0635,2.0891
10:59:23,2.4225,3.0635,2.0891
10:59:23,2.4225,3.0635,2.0891
10:59:23,2.4225,3.0635,2.0891
10:59:23,2.4225,3.0635,2.0891
10:59:23,2.4225,3.0635,2.0891
10:59:23,2.4225,3.0635,2.0891
10:59:23,2.4225,3.0635,2.0891
10:59:23,2.4225,3.0635,2.0891
10:59:23,2.4225,3.0635,2.0891
10:59:23,2.4225,3.0635,2.0891
10:59:23,2.4225,3.0635,2.0891
10:59:23,2.4225,3.0635,2.0891
10:59:23,2.4225,3.0635,2.0891
10:59:23,2.4994,3.0305,2.0513
10:59:23,2.4994,3.0305,2.0513
10:59:23,2.4994,3.0305,2.0513
10:59:23,2.4994,3.0305,2.0513
10:59:23,2.4994,3.0305,2.0513
10:59:23,2.4994,3.0305,2.0513
10:59:23,2.4994,3.0305,2.0513
10:59:23,2.4994,3.0305,2.0513
10:59:23,2.4994,3.0305,2.0513
10:59:23,2.4994,3.0305,2.0513
10:59:23,2.4994,3.0305,2.0513
10:59:23,2.4994,3.0305,2.0513
10:59:23,2.4994,3.0305,2.0513
10:59:23,2.4994,3.0305,2.0513
10:59:23,2.4994,3.0305,2.0513
10:59:23,2.4994,3.0305,2.0513
10:59:23,2.4994,3.0305,2.0513
10:59:23,2.4994,3.0305,2.0513
10:59:23,2.4994,3.0305,2.0513
10:59:23,2.4994,3.0305,2.0513
10:59:23,2.4994,3.0305,2.0513
10:59:23,2.4994,3.0305,2.0513
10:59:23,2.4994,3.0305,2.0513
10:59:23,2.4994,3.0305,2.0513
10:59:23,2.4994,3.0305,2.0513
10:59:23,2.4994,3.0305,2.0513
10:59:23,2.4994,3.0305,2.0513
10:59:23,2.4994,3.0305,2.0513
10:59:23,2.4994,3.0305,2.0513
10:59:23,2.4994,3.0305,2.0513
10:59:23,2.4994,3.0305,2.0513
10:59:23,2.4994,3.0305,2.0513
10:59:23,2.4994,3.0305,2.0513
10:59:23,2.4994,3.0305,2.0513
10:59:23,2.4994,3.0305,2.0513
10:59:23,2.4994,3.0305,2.0513
10:59:23,2.4994,3.0305,2.0513
10:59:23,2.4994,3.0305,2.0513
10:59:23,2.4994,3.0305,2.0513
10:59:23,2.4994,3.0305,2.0513
10:59:23,2.4994,3.0305,2.0513
10:59:23,2.4994,3.0305,2.0513
10:59:23,2.5519,3.0159,2.0159
10:59:23,2.5519,3.0159,2.0159
10:59:23,2.5519,3.0159,2.0159
10:59:23,2.5519,3.0159,2.0159
10:59:23,2.5519,3.0159,2.0159
10:59:23,2.5519,3.0159,2.0159
10:59:23,2.5519,3.0159,2.0159
10:59:23,2.5519,3.0159,2.0159
10:59:23,2.5519,3.0159,2.0159
10:59:23,2.5519,3.0159,2.0159
10:59:23,2.5519,3.0159,2.0159
10:59:23,2.5519,3.0159,2.0159
10:59:23,2.5519,3.0159,2.0159
10:59:23,2.5519,3.0159,2.0159
10:59:23,2.5519,3.0159,2.0159
10:59:23,2.5519,3.0159,2.0159
10:59:23,2.5519,3.0159,2.0159
10:59:23,2.5519,3.0159,2.0159
10:59:23,2.5519,3.0159,2.0159
10:59:23,2.5519,3.0159,2.0159
10:59:23,2.5519,3.0159,2.0159
10:59:23,2.5519,3.0159,2.0159
10:59:23,2.5519,3.0159,2.0159
10:59:23,2.5519,3.0159,2.0159
10:59:23,2.5519,3.0159,2.0159
10:59:23,2.5519,3.0159,2.0159
10:59:23,2.5519,3.0159,2.0159
10:59:23,2.5519,3.0159,2.0159
10:59:23,2.5519,3.0159,2.0159
10:59:23,2.5519,3.0159,2.0159
10:59:23,2.5519,3.0159,2.0159
10:59:23,2.5519,3.0159,2.0159
10:59:23,2.5519,3.0159,2.0159
10:59:23,2.5519,3.0159,2.0159
10:59:23,2.5519,3.0159,2.0159
10:59:23,2.5519,3.0159,2.0159
10:59:23,2.5519,3.0159,2.0159
10:59:23,2.5519,3.0159,2.0159
10:59:23,2.5519,3.0159,2.0159
10:59:23,2.5519,3.0159,2.0159
10:59:23,2.5519,3.0159,2.0159
10:59:23,2.5519,3.0159,2.0159
10:59:23,2.5519,3.0159,2.0159
10:59:23,2.5519,3.0159,2.0159
10:59:23,2.5519,3.0159,2.0159
10:59:23,2.591,3.0232,1.978
10:59:23,2.591,3.0232,1.978
10:59:23,2.591,3.0232,1.978
10:59:23,2.591,3.0232,1.978
10:59:23,2.591,3.0232,1.978
10:59:23,2.591,3.0232,1.978
10:59:23,2.591,3.0232,1.978
10:59:23,2.591,3.0232,1.978
10:59:23,2.591,3.0232,1.978
10:59:23,2.591,3.0232,1.978
10:59:23,2.591,3.0232,1.978
10:59:23,2.591,3.0232,1.978
10:59:23,2.591,3.0232,1.978
10:59:23,2.591,3.0232,1.978
10:59:23,2.591,3.0232,1.978
10:59:23,2.591,3.0232,1.978
10:59:23,2.591,3.0232,1.978
10:59:23,2.591,3.0232,1.978
10:59:23,2.591,3.0232,1.978
10:59:23,2.591,3.0232,1.978
10:59:23,2.591,3.0232,1.978
10:59:23,2.591,3.0232,1.978
10:59:23,2.591,3.0232,1.978
10:59:23,2.591,3.0232,1.978
10:59:23,2.591,3.0232,1.978
10:59:23,2.591,3.0232,1.978
10:59:23,2.591,3.0232,1.978
10:59:23,2.591,3.0232,1.978
10:59:23,2.591,3.0232,1.978
10:59:23,2.591,3.0232,1.978
10:59:23,2.591,3.0232,1.978
10:59:23,2.591,3.0232,1.978
10:59:23,2.591,3.0232,1.978
10:59:23,2.591,3.0232,1.978
10:59:23,2.591,3.0232,1.978
10:59:23,2.591,3.0232,1.978
10:59:23,2.591,3.0232,1.978
10:59:23,2.591,3.0232,1.978
10:59:23,2.591,3.0232,1.978
10:59:23,2.591,3.0232,1.978
10:59:23,2.591,3.0232,1.978
10:59:23,2.591,3.0232,1.978
10:59:23,2.591,3.0232,1.978
10:59:23,2.591,3.0232,1.978
10:59:23,2.6386,2.9878,1.9634
10:59:23,2.6386,2.9878,1.9634
10:59:23,2.6386,2.9878,1.9634
10:59:23,2.6386,2.9878,1.9634
10:59:23,2.6386,2.9878,1.9634
10:59:23,2.6386,2.9878,1.9634
10:59:23,2.6386,2.9878,1.9634
10:59:23,2.6386,2.9878,1.9634
10:59:23,2.6386,2.9878,1.9634
10:59:23,2.6386,2.9878,1.9634
10:59:23,2.6386,2.9878,1.9634
10:59:23,2.6386,2.9878,1.9634
10:59:23,2.6386,2.9878,1.9634
10:59:23,2.6386,2.9878,1.9634
10:59:23,2.6386,2.9878,1.9634
10:59:23,2.6386,2.9878,1.9634
10:59:23,2.6386,2.9878,1.9634
10:59:23,2.6386,2.9878,1.9634
10:59:23,2.6386,2.9878,1.9634
10:59:23,2.6386,2.9878,1.9634
10:59:23,2.6386,2.9878,1.9634
10:59:23,2.6386,2.9878,1.9634
10:59:23,2.6386,2.9878,1.9634
10:59:23,2.6386,2.9878,1.9634
10:59:23,2.6386,2.9878,1.9634
10:59:23,2.6386,2.9878,1.9634
10:59:23,2.6386,2.9878,1.9634
10:59:23,2.6386,2.9878,1.9634
10:59:23,2.6386,2.9878,1.9634
10:59:23,2.6386,2.9878,1.9634
10:59:23,2.6386,2.9878,1.9634
10:59:23,2.6386,2.9878,1.9634
10:59:23,2.6386,2.9878,1.9634
10:59:23,2.6386,2.9878,1.9634
10:59:23,2.6386,2.9878,1.9634
10:59:23,2.6386,2.9878,1.9634
10:59:23,2.6386,2.9878,1.9634
10:59:23,2.6386,2.9878,1.9634
10:59:23,2.6386,2.9878,1.9634
10:59:23,2.6386,2.9878,1.9634
10:59:23,2.6386,2.9878,1.9634
10:59:23,2.6386,2.9878,1.9634
10:59:23,2.6386,2.9878,1.9634
10:59:23,2.6813,2.9548,1.9499
10:59:23,2.6813,2.9548,1.9499
10:59:23,2.6813,2.9548,1.9499
10:59:23,2.6813,2.9548,1.9499
10:59:23,2.6813,2.9548,1.9499
10:59:23,2.6813,2.9548,1.9499
10:59:23,2.6813,2.9548,1.9499
10:59:23,2.6813,2.9548,1.9499
10:59:23,2.6813,2.9548,1.9499
10:59:23,2.6813,2.9548,1.9499
10:59:23,2.6813,2.9548,1.9499
10:59:23,2.6813,2.9548,1.9499
10:59:23,2.6813,2.9548,1.9499
10:59:23,2.6813,2.9548,1.9499
10:59:23,2.6813,2.9548,1.9499
10:59:23,2.6813,2.9548,1.9499
10:59:23,2.6813,2.9548,1.9499
10:59:23,2.6813,2.9548,1.9499
10:59:23,2.6813,2.9548,1.9499
10:59:23,2.6813,2.9548,1.9499
10:59:23,2.6813,2.9548,1.9499
10:59:23,2.6813,2.9548,1.9499
10:59:23,2.6813,2.9548,1.9499
10:59:23,2.6813,2.9548,1.9499
10:59:23,2.6813,2.9548,1.9499
10:59:23,2.6813,2.9548,1.9499
10:59:23,2.6813,2.9548,1.9499
10:59:23,2.6813,2.9548,1.9499
10:59:23,2.6813,2.9548,1.9499
10:59:23,2.6813,2.9548,1.9499
10:59:23,2.6813,2.9548,1.9499
10:59:23,2.6813,2.9548,1.9499
10:59:23,2.6813,2.9548,1.9499
10:59:23,2.6813,2.9548,1.9499
10:59:23,2.6813,2.9548,1.9499
10:59:23,2.6813,2.9548,1.9499
10:59:23,2.6813,2.9548,1.9499
10:59:23,2.6813,2.9548,1.9499
10:59:23,2.6813,2.9548,1.9499
10:59:23,2.6813,2.9548,1.9499
10:59:23,2.6813,2.9548,1.9499
10:59:23,2.6813,2.9548,1.9499
10:59:23,2.6813,2.9548,1.9499
10:59:23,2.7216,2.9011,1.9548
10:59:23,2.7216,2.9011,1.9548
10:59:23,2.7216,2.9011,1.9548
10:59:23,2.7216,2.9011,1.9548
10:59:23,2.7216,2.9011,1.9548
10:59:23,2.7216,2.9011,1.9548
10:59:23,2.7216,2.9011,1.9548
10:59:23,2.7216,2.9011,1.9548
10:59:23,2.7216,2.9011,1.9548
10:59:23,2.7216,2.9011,1.9548
10:59:23,2.7216,2.9011,1.9548
10:59:23,2.7216,2.9011,1.9548
10:59:23,2.7216,2.9011,1.9548
10:59:23,2.7216,2.9011,1.9548
10:59:23,2.7216,2.9011,1.9548
10:59:23,2.7216,2.9011,1.9548
10:59:23,2.7216,2.9011,1.9548
10:59:23,2.7216,2.9011,1.9548
10:59:23,2.7216,2.9011,1.9548
10:59:23,2.7216,2.9011,1.9548
10:59:23,2.7216,2.9011,1.9548
10:59:23,2.7216,2.9011,1.9548
10:59:23,2.7216,2.9011,1.9548
10:59:23,2.7216,2.9011,1.9548
10:59:23,2.7216,2.9011,1.9548
10:59:23,2.7216,2.9011,1.9548
10:59:23,2.7216,2.9011,1.9548
10:59:23,2.7216,2.9011,1.9548
10:59:23,2.7216,2.9011,1.9548
10:59:23,2.7216,2.9011,1.9548
10:59:23,2.7216,2.9011,1.9548
10:59:23,2.7216,2.9011,1.9548
10:59:23,2.7216,2.9011,1.9548
10:59:23,2.7216,2.9011,1.9548
10:59:23,2.7216,2.9011,1.9548
10:59:23,2.7216,2.9011,1.9548
10:59:23,2.7216,2.9011,1.9548
10:59:23,2.7216,2.9011,1.9548
10:59:23,2.7216,2.9011,1.9548
10:59:23,2.7216,2.9011,1.9548
10:59:23,2.7216,2.9011,1.9548
10:59:23,2.7216,2.9011,1.9548
10:59:23,2.7216,2.9011,1.9548
10:59:24,2.7216,2.9011,1.9548
10:59:24,2.7216,2.9011,1.9548
10:59:24,2.7778,2.851,1.9487
10:59:24,2.7778,2.851,1.9487
10:59:24,2.7778,2.851,1.9487
10:59:24,2.7778,2.851,1.9487
10:59:24,2.7778,2.851,1.9487
